tanggal,wilayah,waktu,cuaca,kelembaban_persen,suhu_derajat_celcius
2018-08-02,Jakarta Timur,Pagi,Cerah Berawan, 45 – 90,22 – 33
2018-08-02,Jakarta Barat,Pagi,Cerah Berawan, 45 – 90,22 – 33
2018-08-02,Jakarta Selatan,Pagi,Cerah Berawan, 45 – 90,22 – 33
2018-08-02,Kepulauan Seribu,Pagi,Cerah, 45 – 90,22 – 33
2018-08-02,Jakarta Pusat,Pagi,Cerah Berawan, 45 – 90,22 – 33
2018-08-02,Jakarta Utara,Pagi,Cerah, 45 – 90,22 – 33
2018-08-02,Jakarta Timur,Siang,Cerah Berawan, 45 – 90,22 – 33
2018-08-02,Jakarta Barat,Siang,Cerah Berawan, 45 – 90,22 – 33
2018-08-02,Jakarta Selatan,Siang,Cerah Berawan, 45 – 90,22 – 33
2018-08-02,Kepulauan Seribu,Siang,Cerah, 45 – 90,22 – 33
2018-08-02,Jakarta Pusat,Siang,Cerah Berawan, 45 – 90,22 – 33
2018-08-02,Jakarta Utara,Siang,Cerah, 45 – 90,22 – 33
2018-08-02,Jakarta Timur,Malam,Cerah Berawan, 45 – 90,22 – 33
2018-08-02,Jakarta Barat,Malam,Cerah, 45 – 90,22 – 33
2018-08-02,Jakarta Selatan,Malam,Cerah Berawan, 45 – 90,22 – 33
2018-08-02,Kepulauan Seribu,Malam,Cerah, 45 – 90,22 – 33
2018-08-02,Jakarta Pusat,Malam,Cerah Berawan, 45 – 90,22 – 33
2018-08-02,Jakarta Utara,Malam,Cerah Berawan, 45 – 90,22 – 33
2018-08-02,Jakarta Timur,Dini Hari,Cerah Berawan, 45 – 90,22 – 33
2018-08-02,Jakarta Barat,Dini Hari,Cerah Berawan, 45 – 90,22 – 33
2018-08-02,Jakarta Selatan,Dini Hari,Cerah Berawan, 45 – 90,22 – 33
2018-08-02,Kepulauan Seribu,Dini Hari,Cerah, 45 – 90,22 – 33
2018-08-02,Jakarta Pusat,Dini Hari,Cerah Berawan, 45 – 90,22 – 33
2018-08-02,Jakarta Utara,Dini Hari,Cerah Berawan, 45 – 90,22 – 33
2018-08-03,Jakarta Timur,Pagi,Cerah Berawan, 40 – 95,22 – 33
2018-08-03,Jakarta Barat,Pagi,Cerah Berawan, 40 – 95,22 – 33
2018-08-03,Jakarta Selatan,Pagi,Cerah Berawan, 40 – 95,22 – 33
2018-08-03,Kepulauan Seribu,Pagi,Cerah Berawan, 40 – 95,22 – 33
2018-08-03,Jakarta Pusat,Pagi,Cerah Berawan, 40 – 95,22 – 33
2018-08-03,Jakarta Utara,Pagi,Cerah Berawan, 40 – 95,22 – 33
2018-08-03,Jakarta Timur,Siang,Cerah Berawan, 40 – 95,22 – 33
2018-08-03,Jakarta Barat,Siang,Cerah Berawan, 40 – 95,22 – 33
2018-08-03,Jakarta Selatan,Siang,Cerah Berawan, 40 – 95,22 – 33
2018-08-03,Kepulauan Seribu,Siang,Cerah Berawan, 40 – 95,22 – 33
2018-08-03,Jakarta Pusat,Siang,Cerah Berawan, 40 – 95,22 – 33
2018-08-03,Jakarta Utara,Siang,Cerah Berawan, 40 – 95,22 – 33
2018-08-03,Jakarta Timur,Malam,Berawan, 40 – 95,22 – 33
2018-08-03,Jakarta Barat,Malam,Berawan, 40 – 95,22 – 33
2018-08-03,Jakarta Selatan,Malam,Berawan, 40 – 95,22 – 33
2018-08-03,Kepulauan Seribu,Malam,Berawan, 40 – 95,22 – 33
2018-08-03,Jakarta Pusat,Malam,Berawan, 40 – 95,22 – 33
2018-08-03,Jakarta Utara,Malam,Berawan, 40 – 95,22 – 33
2018-08-03,Jakarta Timur,Dini Hari,Berawan, 40 – 95,22 – 33
2018-08-03,Jakarta Barat,Dini Hari,Berawan, 40 – 95,22 – 33
2018-08-03,Jakarta Selatan,Dini Hari,Berawan, 40 – 95,22 – 33
2018-08-03,Kepulauan Seribu,Dini Hari,Berawan, 40 – 95,22 – 33
2018-08-03,Jakarta Pusat,Dini Hari,Berawan, 40 – 95,22 – 33
2018-08-03,Jakarta Utara,Dini Hari,Berawan, 40 – 95,22 – 33
2018-08-04,Jakarta Timur,Pagi,Cerah Berawan, 45 – 80,22 – 33
2018-08-04,Jakarta Barat,Pagi,Cerah Berawan, 45 – 80,22 – 33
2018-08-04,Jakarta Selatan,Pagi,Cerah Berawan, 45 – 80,22 – 33
2018-08-04,Kepulauan Seribu,Pagi,Berawan, 45 – 80,22 – 33
2018-08-04,Jakarta Pusat,Pagi,Berawan, 45 – 80,22 – 33
2018-08-04,Jakarta Utara,Pagi,Berawan, 45 – 80,22 – 33
2018-08-04,Jakarta Timur,Siang,Cerah Berawan, 45 – 80,22 – 33
2018-08-04,Jakarta Barat,Siang,Cerah Berawan, 45 – 80,22 – 33
2018-08-04,Jakarta Selatan,Siang,Cerah Berawan, 45 – 80,22 – 33
2018-08-04,Kepulauan Seribu,Siang,Cerah Berawan, 45 – 80,22 – 33
2018-08-04,Jakarta Pusat,Siang,Cerah Berawan, 45 – 80,22 – 33
2018-08-04,Jakarta Utara,Siang,Cerah Berawan, 45 – 80,22 – 33
2018-08-04,Jakarta Timur,Malam,Cerah Berawan, 45 – 80,22 – 33
2018-08-04,Jakarta Barat,Malam,Berawan, 45 – 80,22 – 33
2018-08-04,Jakarta Selatan,Malam,Cerah Berawan, 45 – 80,22 – 33
2018-08-04,Kepulauan Seribu,Malam,Cerah Berawan, 45 – 80,22 – 33
2018-08-04,Jakarta Pusat,Malam,Berawan, 45 – 80,22 – 33
2018-08-04,Jakarta Utara,Malam,Berawan, 45 – 80,22 – 33
2018-08-04,Jakarta Timur,Dini Hari,Cerah Berawan, 45 – 80,22 – 33
2018-08-04,Jakarta Barat,Dini Hari,Cerah Berawan, 45 – 80,22 – 33
2018-08-04,Jakarta Selatan,Dini Hari,Cerah Berawan, 45 – 80,22 – 33
2018-08-04,Kepulauan Seribu,Dini Hari,Berawan, 45 – 80,22 – 33
2018-08-04,Jakarta Pusat,Dini Hari,Cerah Berawan, 45 – 80,22 – 33
2018-08-04,Jakarta Utara,Dini Hari,Cerah Berawan, 45 – 80,22 – 33
2018-08-05,Jakarta Timur,Pagi,Cerah, 45 – 75,22 – 32
2018-08-05,Jakarta Barat,Pagi,Cerah Berawan, 45 – 75,22 – 32
2018-08-05,Jakarta Selatan,Pagi,Cerah, 45 – 75,22 – 32
2018-08-05,Kepulauan Seribu,Pagi,Cerah Berawan, 45 – 75,22 – 32
2018-08-05,Jakarta Pusat,Pagi,Cerah Berawan, 45 – 75,22 – 32
2018-08-05,Jakarta Utara,Pagi,Cerah Berawan, 45 – 75,22 – 32
2018-08-05,Jakarta Timur,Siang,Cerah Berawan, 45 – 75,22 – 32
2018-08-05,Jakarta Barat,Siang,Cerah Berawan, 45 – 75,22 – 32
2018-08-05,Jakarta Selatan,Siang,Cerah Berawan, 45 – 75,22 – 32
2018-08-05,Kepulauan Seribu,Siang,Cerah Berawan, 45 – 75,22 – 32
2018-08-05,Jakarta Pusat,Siang,Cerah Berawan, 45 – 75,22 – 32
2018-08-05,Jakarta Utara,Siang,Cerah Berawan, 45 – 75,22 – 32
2018-08-05,Jakarta Timur,Malam,Berawan, 45 – 75,22 – 32
2018-08-05,Jakarta Barat,Malam,Cerah Berawan, 45 – 75,22 – 32
2018-08-05,Jakarta Selatan,Malam,Berawan, 45 – 75,22 – 32
2018-08-05,Kepulauan Seribu,Malam,Cerah, 45 – 75,22 – 32
2018-08-05,Jakarta Pusat,Malam,Cerah Berawan, 45 – 75,22 – 32
2018-08-05,Jakarta Utara,Malam,Cerah Berawan, 45 – 75,22 – 32
2018-08-05,Jakarta Timur,Dini Hari,Cerah Berawah, 45 – 75,22 – 32
2018-08-05,Jakarta Barat,Dini Hari,Cerah Berawan, 45 – 75,22 – 32
2018-08-05,Jakarta Selatan,Dini Hari,Cerah Berawah, 45 – 75,22 – 32
2018-08-05,Kepulauan Seribu,Dini Hari,Cerah Berawan, 45 – 75,22 – 32
2018-08-05,Jakarta Pusat,Dini Hari,Cerah Berawan, 45 – 75,22 – 32
2018-08-05,Jakarta Utara,Dini Hari,Cerah Berawan, 45 – 75,22 – 32
2018-08-06,Jakarta Timur,Pagi,Cerah Berawan, 45 – 80,22 – 32
2018-08-06,Jakarta Barat,Pagi,Cerah Berawan, 45 – 80,22 – 32
2018-08-06,Jakarta Selatan,Pagi,Cerah Berawan, 45 – 80,22 – 32
2018-08-06,Kepulauan Seribu,Pagi,Cerah Berawan, 45 – 80,22 – 32
2018-08-06,Jakarta Pusat,Pagi,Cerah Berawan, 45 – 80,22 – 32
2018-08-06,Jakarta Utara,Pagi,Cerah Berawan, 45 – 80,22 – 32
2018-08-06,Jakarta Timur,Siang,Cerah, 45 – 80,22 – 32
2018-08-06,Jakarta Barat,Siang,Cerah Berawan, 45 – 80,22 – 32
2018-08-06,Jakarta Selatan,Siang,Cerah Berawan, 45 – 80,22 – 32
2018-08-06,Kepulauan Seribu,Siang,Cerah Berawan, 45 – 80,22 – 32
2018-08-06,Jakarta Pusat,Siang,Cerah, 45 – 80,22 – 32
2018-08-06,Jakarta Utara,Siang,Cerah, 45 – 80,22 – 32
2018-08-06,Jakarta Timur,Malam,Cerah Berawan, 45 – 80,22 – 32
2018-08-06,Jakarta Barat,Malam,Cerah Berawan, 45 – 80,22 – 32
2018-08-06,Jakarta Selatan,Malam,Cerah Berawan, 45 – 80,22 – 32
2018-08-06,Kepulauan Seribu,Malam,Cerah Berawan, 45 – 80,22 – 32
2018-08-06,Jakarta Pusat,Malam,Cerah Berawan, 45 – 80,22 – 32
2018-08-06,Jakarta Utara,Malam,Cerah Berawan, 45 – 80,22 – 32
2018-08-06,Jakarta Timur,Dini Hari,Berawan, 45 – 80,22 – 32
2018-08-06,Jakarta Barat,Dini Hari,Berawan, 45 – 80,22 – 32
2018-08-06,Jakarta Selatan,Dini Hari,Berawan, 45 – 80,22 – 32
2018-08-06,Kepulauan Seribu,Dini Hari,Berawan, 45 – 80,22 – 32
2018-08-06,Jakarta Pusat,Dini Hari,Berawan, 45 – 80,22 – 32
2018-08-06,Jakarta Utara,Dini Hari,Berawan, 45 – 80,22 – 32
2018-08-07,Jakarta Timur,Pagi,Berawan, 45 – 80,23 – 32
2018-08-07,Jakarta Barat,Pagi,Berawan, 45 – 80,23 – 32
2018-08-07,Jakarta Selatan,Pagi,Berawan, 45 – 80,23 – 32
2018-08-07,Kepulauan Seribu,Pagi,Berawan, 45 – 80,23 – 32
2018-08-07,Jakarta Pusat,Pagi,Berawan, 45 – 80,23 – 32
2018-08-07,Jakarta Utara,Pagi,Berawan, 45 – 80,23 – 32
2018-08-07,Jakarta Timur,Siang,Berawan, 45 – 80,23 – 32
2018-08-07,Jakarta Barat,Siang,Cerah Berawan, 45 – 80,23 – 32
2018-08-07,Jakarta Selatan,Siang,Berawan, 45 – 80,23 – 32
2018-08-07,Kepulauan Seribu,Siang,Berawan, 45 – 80,23 – 32
2018-08-07,Jakarta Pusat,Siang,Berawan, 45 – 80,23 – 32
2018-08-07,Jakarta Utara,Siang,Berawan, 45 – 80,23 – 32
2018-08-07,Jakarta Timur,Malam,Cerah Berawan, 45 – 80,23 – 32
2018-08-07,Jakarta Barat,Malam,Cerah Berawan, 45 – 80,23 – 32
2018-08-07,Jakarta Selatan,Malam,Cerah Berawan, 45 – 80,23 – 32
2018-08-07,Kepulauan Seribu,Malam,Cerah Berawan, 45 – 80,23 – 32
2018-08-07,Jakarta Pusat,Malam,Cerah Berawan, 45 – 80,23 – 32
2018-08-07,Jakarta Utara,Malam,Cerah Berawan, 45 – 80,23 – 32
2018-08-07,Jakarta Timur,Dini Hari,Cerah Berawan, 45 – 80,23 – 32
2018-08-07,Jakarta Barat,Dini Hari,Cerah Berawan, 45 – 80,23 – 32
2018-08-07,Jakarta Selatan,Dini Hari,Cerah Berawan, 45 – 80,23 – 32
2018-08-07,Kepulauan Seribu,Dini Hari,Cerah Berawan, 45 – 80,23 – 32
2018-08-07,Jakarta Pusat,Dini Hari,Cerah Berawan, 45 – 80,23 – 32
2018-08-07,Jakarta Utara,Dini Hari,Cerah Berawan, 45 – 80,23 – 32
2018-08-08,Jakarta Timur,Pagi,Cerah Berawan, 55 – 85,23 – 32
2018-08-08,Jakarta Barat,Pagi,Cerah Berawan, 55 – 85,23 – 32
2018-08-08,Jakarta Selatan,Pagi,Cerah Berawan, 55 – 85,23 – 32
2018-08-08,Kepulauan Seribu,Pagi,Berawan, 55 – 85,23 – 32
2018-08-08,Jakarta Pusat,Pagi,Berawan, 55 – 85,23 – 32
2018-08-08,Jakarta Utara,Pagi,Berawan, 55 – 85,23 – 32
2018-08-08,Jakarta Timur,Siang,Hujan Lokal, 55 – 85,23 – 32
2018-08-08,Jakarta Barat,Siang,Berawan, 55 – 85,23 – 32
2018-08-08,Jakarta Selatan,Siang,Hujan Lokal, 55 – 85,23 – 32
2018-08-08,Kepulauan Seribu,Siang,Cerah Berawan, 55 – 85,23 – 32
2018-08-08,Jakarta Pusat,Siang,Berawan, 55 – 85,23 – 32
2018-08-08,Jakarta Utara,Siang,Cerah Berawan, 55 – 85,23 – 32
2018-08-08,Jakarta Timur,Malam,Berawan, 55 – 85,23 – 32
2018-08-08,Jakarta Barat,Malam,Hujan Lokal, 55 – 85,23 – 32
2018-08-08,Jakarta Selatan,Malam,Berawan, 55 – 85,23 – 32
2018-08-08,Kepulauan Seribu,Malam,Cerah Berawan, 55 – 85,23 – 32
2018-08-08,Jakarta Pusat,Malam,Hujan Lokal, 55 – 85,23 – 32
2018-08-08,Jakarta Utara,Malam,Berawan, 55 – 85,23 – 32
2018-08-08,Jakarta Timur,Dini Hari,Berawan, 55 – 85,23 – 32
2018-08-08,Jakarta Barat,Dini Hari,Hujan Lokal, 55 – 85,23 – 32
2018-08-08,Jakarta Selatan,Dini Hari,Berawan, 55 – 85,23 – 32
2018-08-08,Kepulauan Seribu,Dini Hari,Hujan Sedang, 55 – 85,23 – 32
2018-08-08,Jakarta Pusat,Dini Hari,Hujan Lokal, 55 – 85,23 – 32
2018-08-08,Jakarta Utara,Dini Hari,Hujan Lokal, 55 – 85,23 – 32
2018-08-09,Jakarta Timur,Pagi,Cerah Berawan, 55 – 85,24 – 32
2018-08-09,Jakarta Barat,Pagi,Cerah Berawan, 55 – 85,24 – 32
2018-08-09,Jakarta Selatan,Pagi,Cerah Berawan, 55 – 85,24 – 32
2018-08-09,Kepulauan Seribu,Pagi,Cerah Berawan, 55 – 85,24 – 32
2018-08-09,Jakarta Pusat,Pagi,Cerah Berawan, 55 – 85,24 – 32
2018-08-09,Jakarta Utara,Pagi,Cerah Berawan, 55 – 85,24 – 32
2018-08-09,Jakarta Timur,Siang,Hujan Lokal, 55 – 85,24 – 32
2018-08-09,Jakarta Barat,Siang,Hujan Lokal, 55 – 85,24 – 32
2018-08-09,Jakarta Selatan,Siang,Hujan Lokal, 55 – 85,24 – 32
2018-08-09,Kepulauan Seribu,Siang,Cerah Berawan, 55 – 85,24 – 32
2018-08-09,Jakarta Pusat,Siang,Berawan, 55 – 85,24 – 32
2018-08-09,Jakarta Utara,Siang,Cerah Berawan, 55 – 85,24 – 32
2018-08-09,Jakarta Timur,Malam,Berawan, 55 – 85,24 – 32
2018-08-09,Jakarta Barat,Malam,Berawan, 55 – 85,24 – 32
2018-08-09,Jakarta Selatan,Malam,Hujan Lokal, 55 – 85,24 – 32
2018-08-09,Kepulauan Seribu,Malam,Berawan, 55 – 85,24 – 32
2018-08-09,Jakarta Pusat,Malam,Berawan, 55 – 85,24 – 32
2018-08-09,Jakarta Utara,Malam,Berawan, 55 – 85,24 – 32
2018-08-09,Jakarta Timur,Dini Hari,Berawan, 55 – 85,24 – 32
2018-08-09,Jakarta Barat,Dini Hari,Berawan, 55 – 85,24 – 32
2018-08-09,Jakarta Selatan,Dini Hari,Berawan, 55 – 85,24 – 32
2018-08-09,Kepulauan Seribu,Dini Hari,Berawan, 55 – 85,24 – 32
2018-08-09,Jakarta Pusat,Dini Hari,Berawan, 55 – 85,24 – 32
2018-08-09,Jakarta Utara,Dini Hari,Berawan, 55 – 85,24 – 32
2018-08-10,Jakarta Timur,Pagi,Cerah Berawan, 60 – 85,24 – 33
2018-08-10,Jakarta Barat,Pagi,Cerah Berawan, 60 – 85,24 – 33
2018-08-10,Jakarta Selatan,Pagi,Cerah Berawan, 60 – 85,24 – 33
2018-08-10,Kepulauan Seribu,Pagi,Cerah Berawan, 60 – 85,24 – 33
2018-08-10,Jakarta Pusat,Pagi,Cerah Berawan, 60 – 85,24 – 33
2018-08-10,Jakarta Utara,Pagi,Cerah Berawan, 60 – 85,24 – 33
2018-08-10,Jakarta Timur,Siang,Cerah Berawan, 60 – 85,24 – 33
2018-08-10,Jakarta Barat,Siang,Berawan, 60 – 85,24 – 33
2018-08-10,Jakarta Selatan,Siang,Cerah Berawan, 60 – 85,24 – 33
2018-08-10,Kepulauan Seribu,Siang,Cerah Berawan, 60 – 85,24 – 33
2018-08-10,Jakarta Pusat,Siang,Cerah Berawan, 60 – 85,24 – 33
2018-08-10,Jakarta Utara,Siang,Cerah Berawan, 60 – 85,24 – 33
2018-08-10,Jakarta Timur,Malam,Berawan, 60 – 85,24 – 33
2018-08-10,Jakarta Barat,Malam,Berawan, 60 – 85,24 – 33
2018-08-10,Jakarta Selatan,Malam,Hujan Lokal, 60 – 85,24 – 33
2018-08-10,Kepulauan Seribu,Malam,Berawan, 60 – 85,24 – 33
2018-08-10,Jakarta Pusat,Malam,Berawan, 60 – 85,24 – 33
2018-08-10,Jakarta Utara,Malam,Berawan, 60 – 85,24 – 33
2018-08-10,Jakarta Timur,Dini Hari,Cerah Berawan, 60 – 85,24 – 33
2018-08-10,Jakarta Barat,Dini Hari,Cerah Berawan, 60 – 85,24 – 33
2018-08-10,Jakarta Selatan,Dini Hari,Berawan, 60 – 85,24 – 33
2018-08-10,Kepulauan Seribu,Dini Hari,Cerah Berawan, 60 – 85,24 – 33
2018-08-10,Jakarta Pusat,Dini Hari,Cerah Berawan, 60 – 85,24 – 33
2018-08-10,Jakarta Utara,Dini Hari,Cerah Berawan, 60 – 85,24 – 33
2018-08-11,Jakarta Timur,Pagi,Cerah Berawan, 60 – 80,23 – 32
2018-08-11,Jakarta Barat,Pagi,Cerah Berawan, 60 – 80,23 – 32
2018-08-11,Jakarta Selatan,Pagi,Cerah Berawan, 60 – 80,23 – 32
2018-08-11,Kepulauan Seribu,Pagi,Berawan, 60 – 80,23 – 32
2018-08-11,Jakarta Pusat,Pagi,Cerah Berawan, 60 – 80,23 – 32
2018-08-11,Jakarta Utara,Pagi,Cerah Berawan, 60 – 80,23 – 32
2018-08-11,Jakarta Timur,Siang,Cerah Berawan, 60 – 80,23 – 32
2018-08-11,Jakarta Barat,Siang,Cerah Berawan, 60 – 80,23 – 32
2018-08-11,Jakarta Selatan,Siang,Cerah Berawan, 60 – 80,23 – 32
2018-08-11,Kepulauan Seribu,Siang,Cerah, 60 – 80,23 – 32
2018-08-11,Jakarta Pusat,Siang,Cerah, 60 – 80,23 – 32
2018-08-11,Jakarta Utara,Siang,Cerah, 60 – 80,23 – 32
2018-08-11,Jakarta Timur,Malam,Berawan, 60 – 80,23 – 32
2018-08-11,Jakarta Barat,Malam,Berawan, 60 – 80,23 – 32
2018-08-11,Jakarta Selatan,Malam,Berawan, 60 – 80,23 – 32
2018-08-11,Kepulauan Seribu,Malam,Berawan, 60 – 80,23 – 32
2018-08-11,Jakarta Pusat,Malam,Berawan, 60 – 80,23 – 32
2018-08-11,Jakarta Utara,Malam,Berawan, 60 – 80,23 – 32
2018-08-11,Jakarta Timur,Dini Hari,Cerah Berawan, 60 – 80,23 – 32
2018-08-11,Jakarta Barat,Dini Hari,Cerah Berawan, 60 – 80,23 – 32
2018-08-11,Jakarta Selatan,Dini Hari,Cerah Berawan, 60 – 80,23 – 32
2018-08-11,Kepulauan Seribu,Dini Hari,Cerah Berawan, 60 – 80,23 – 32
